Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
51,71,0.08,91,9,87,4,Black
30,80,0.01,86,7,83,2,Orange
3,15,0.0,100,5,82,2,Orange
27,88,0.0,80,8,77,1,Yellow
99,87,0.04,75,7,73,0,Green
8,17,0.0,93,5,73,0,Green
62,66,0.07,91,6,86,3,Red
1,22,0.0,93,5,78,1,Yellow
19,80,0.01,87,9,87,4,Black
56,68,0.06,89,6,86,3,Red
18,66,0.0,91,6,88,4,Black
44,78,0.16,87,11,86,3,Red
9,85,0.04,86,5,84,2,Orange
43,75,0.02,89,6,87,4,Black
36,78,0.02,86,5,82,2,Orange
11,12,0.0,89,6,69,0,Green
39,85,0.01,82,5,79,1,Yellow
56,55,0.0,86,7,79,1,Yellow
17,64,0.0,91,4,89,4,Black
26,59,0.02,86,2,82,2,Orange
5,10,0.0,107,6,86,3,Red
11,70,0.0,89,5,86,3,Red
100,100,0.08,68,8,68,0,Green
32,72,0.0,89,6,85,3,Red
68,77,0.03,80,2,79,1,Yellow
4,66,0.0,89,5,87,4,Black
42,61,0.0,84,4,80,1,Yellow
81,80,0.12,89,16,86,3,Red
2,18,0.0,95,5,80,1,Yellow
60,83,0.12,87,16,85,3,Red
3,12,0.0,86,4,69,0,Green
30,85,0.0,80,5,78,1,Yellow
24,74,0.0,82,10,78,1,Yellow
65,68,0.04,91,7,87,4,Black
3,28,0.0,87,3,77,1,Yellow
8,11,0.0,107,5,83,2,Orange
52,82,0.02,75,10,72,0,Green
1,58,0.0,73,2,66,0,Green
7,60,0.0,91,5,88,4,Black
30,70,0.0,91,6,88,4,Black
40,74,0.03,89,15,87,4,Black
7,10,0.0,104,3,80,1,Yellow
0,27,0.0,89,9,75,0,Green
12,15,0.0,93,6,73,0,Green
8,61,0.0,84,6,77,1,Yellow
39,70,0.0,86,6,85,3,Red
10,11,0.0,102,7,79,1,Yellow
61,83,0.0,64,3,61,0,Green
3,24,0.0,95,6,79,1,Yellow
4,12,0.0,104,9,83,2,Orange
0,10,0.0,93,8,72,0,Green
21,20,0.0,98,3,82,2,Orange
7,13,0.0,98,5,75,0,Green
42,87,0.25,84,5,81,1,Yellow
37,71,0.02,91,9,89,4,Black
5,10,0.0,109,9,86,3,Red
7,13,0.0,111,5,87,4,Black
97,87,0.01,66,8,65,0,Green
2,12,0.0,100,5,80,1,Yellow
9,12,0.0,102,10,82,2,Orange
11,51,0.0,84,5,79,1,Yellow
4,11,0.0,100,5,77,1,Yellow
7,18,0.0,104,6,85,3,Red
7,15,0.0,100,7,81,1,Yellow
2,14,0.0,102,2,85,3,Red
19,61,0.0,89,7,84,2,Orange
78,85,0.35,84,19,83,2,Orange
2,25,0.0,84,4,71,0,Green
60,72,0.0,80,6,78,1,Yellow
50,87,0.0,80,5,77,1,Yellow
40,55,0.0,89,8,82,2,Orange
7,60,0.0,91,5,88,4,Black
94,94,0.41,77,14,75,0,Green
3,7,0.0,107,4,85,3,Red
40,62,0.02,91,7,88,4,Black
2,8,0.0,109,4,87,4,Black
17,31,0.0,53,3,45,0,Green
94,87,0.0,64,4,62,0,Green
6,68,0.0,91,9,86,3,Red
69,69,0.18,91,11,86,3,Red
6,14,0.0,105,12,83,2,Orange
5,11,0.0,109,5,84,2,Orange
2,10,0.0,98,5,78,1,Yellow
30,65,0.0,84,5,82,2,Orange
55,78,0.09,89,10,86,3,Red
4,9,0.0,113,7,86,3,Red
20,66,0.0,91,8,88,4,Black
37,73,0.11,89,6,87,4,Black
1,33,0.0,91,4,77,1,Yellow
39,80,0.01,87,5,86,3,Red
97,88,0.02,75,9,73,0,Green
18,9,0.0,100,6,81,1,Yellow
2,44,0.0,87,5,81,1,Yellow
5,10,0.0,109,5,86,3,Red
0,27,0.0,89,9,75,0,Green
45,64,0.0,91,14,86,3,Red
11,12,0.0,93,10,72,0,Green
57,77,0.04,87,5,86,3,Red
37,64,0.15,93,6,88,4,Black
3,12,0.0,107,5,86,3,Red
1,53,0.0,86,10,78,1,Yellow
17,74,0.0,89,3,86,3,Red
34,75,0.0,89,6,84,2,Orange
36,72,0.16,89,6,85,3,Red
63,71,0.12,89,12,86,3,Red
59,75,1.32,89,10,87,4,Black
14,9,0.0,104,8,83,2,Orange
18,57,0.0,84,10,76,0,Green
75,76,0.0,66,3,64,0,Green
99,100,0.01,68,8,69,0,Green
60,57,0.0,71,6,65,0,Green
59,80,1.05,86,12,85,3,Red
3,67,0.0,86,5,83,2,Orange
20,73,0.0,89,6,86,3,Red
56,79,0.1,89,12,86,3,Red
4,11,0.0,107,6,86,3,Red
0,16,0.0,95,3,79,1,Yellow
80,72,0.05,89,7,84,2,Orange
5,9,0.0,105,4,81,1,Yellow
10,52,0.0,89,2,82,2,Orange
34,68,0.0,86,11,81,1,Yellow
5,8,0.0,111,4,84,2,Orange
43,78,0.01,86,8,82,2,Orange
1,30,0.0,86,6,76,0,Green
6,13,0.0,109,2,88,4,Black
17,74,0.0,87,6,85,3,Red
6,8,0.0,109,2,84,2,Orange
66,91,0.01,82,5,80,1,Yellow
37,72,0.02,89,6,88,4,Black
7,12,0.0,111,2,87,4,Black
2,16,0.0,98,5,78,1,Yellow
36,69,0.0,82,11,77,1,Yellow
17,79,0.03,77,7,78,1,Yellow
2,9,0.0,109,4,87,4,Black
2,9,0.0,111,4,87,4,Black
19,12,0.0,105,6,82,2,Orange
49,67,0.06,80,4,77,1,Yellow
34,61,0.0,86,8,79,1,Yellow
45,59,0.01,80,7,77,1,Yellow
12,68,0.0,91,5,88,4,Black
18,74,0.0,89,2,86,3,Red
1,8,0.0,107,5,83,2,Orange
63,75,0.22,87,7,86,3,Red
6,13,0.0,107,4,87,4,Black
67,78,0.0,68,6,66,0,Green
42,80,0.04,86,6,84,2,Orange
5,13,0.0,102,13,82,2,Orange
5,11,0.0,104,3,80,1,Yellow
34,55,0.0,84,6,79,1,Yellow
69,70,0.42,89,6,85,3,Red
2,51,0.0,86,6,77,1,Yellow
8,14,0.0,91,8,72,0,Green
17,57,0.0,84,14,79,1,Yellow
46,76,0.0,73,15,69,0,Green
28,70,0.04,89,7,88,4,Black
5,13,0.0,109,2,88,4,Black
32,70,0.0,91,6,86,3,Red
7,11,0.0,93,6,72,0,Green
3,8,0.0,107,4,82,2,Orange
17,67,0.0,82,6,79,1,Yellow
84,85,0.38,82,12,80,1,Yellow
5,13,0.0,107,5,86,3,Red
30,70,0.0,82,5,77,1,Yellow
6,13,0.0,109,4,85,3,Red
3,23,0.0,80,10,68,0,Green
8,10,0.0,98,10,78,1,Yellow
3,77,0.01,89,8,88,4,Black
49,85,0.15,77,5,75,0,Green
2,22,0.0,68,2,54,0,Green
8,77,0.01,89,7,88,4,Black
0,55,0.0,84,3,80,1,Yellow
3,53,0.0,89,5,84,2,Orange
17,12,0.0,98,7,78,1,Yellow
94,93,0.13,64,5,62,0,Green
68,67,0.05,89,10,83,2,Orange
20,63,0.0,84,11,78,1,Yellow
49,88,0.36,80,10,77,1,Yellow
8,10,0.0,89,8,67,0,Green
0,45,0.0,82,9,73,0,Green
3,10,0.0,113,5,86,3,Red
42,63,0.07,87,8,84,2,Orange
1,21,0.0,82,2,68,0,Green
6,9,0.0,109,9,83,2,Orange
3,43,0.0,80,5,70,0,Green
6,8,0.0,104,2,79,1,Yellow
70,94,0.0,80,3,78,1,Yellow
9,11,0.0,93,6,73,0,Green
80,66,0.0,71,2,67,0,Green
37,72,0.04,89,5,86,3,Red
2,12,0.0,100,2,82,2,Orange
7,12,0.0,100,5,76,0,Green
0,32,0.0,86,4,76,0,Green
15,70,0.0,89,5,88,4,Black
3,9,0.0,107,4,86,3,Red
23,72,0.0,89,8,88,4,Black
0,32,0.0,86,4,77,1,Yellow
2,31,0.0,80,6,68,0,Green
38,57,0.0,86,7,82,2,Orange
39,75,0.0,82,13,79,1,Yellow
58,73,0.3,89,7,84,2,Orange
18,56,0.0,64,8,58,0,Green
16,12,0.0,95,3,76,0,Green
44,59,0.0,86,12,79,1,Yellow
2,9,0.0,95,2,77,1,Yellow
58,68,0.0,69,3,66,0,Green
11,55,0.0,86,7,81,1,Yellow
2,9,0.0,109,6,87,4,Black
7,77,0.01,89,6,88,4,Black
34,78,0.01,87,9,83,2,Orange
17,72,0.0,84,7,83,2,Orange
26,64,0.0,91,4,84,2,Orange
43,73,0.01,89,9,87,4,Black
29,11,0.0,102,5,82,2,Orange
78,70,0.07,91,13,87,4,Black
52,94,0.0,75,2,74,0,Green
35,77,0.25,87,10,85,3,Red
14,75,0.02,89,8,85,3,Red
43,85,0.05,77,10,75,0,Green
6,14,0.0,107,2,86,3,Red
31,63,0.0,84,5,82,2,Orange
4,10,0.0,100,6,80,1,Yellow
44,65,0.01,86,4,82,2,Orange
98,97,0.02,73,9,72,0,Green
4,12,0.0,102,12,82,2,Orange
22,75,0.0,89,6,86,3,Red
22,73,0.0,89,9,87,4,Black
18,70,0.0,89,5,88,4,Black
96,73,0.01,73,5,69,0,Green
4,9,0.0,93,3,71,0,Green
47,88,0.0,84,9,81,1,Yellow
2,7,0.0,107,4,85,3,Red
13,77,0.0,82,6,82,2,Orange
36,72,0.1,91,9,88,4,Black
37,60,0.01,82,11,76,0,Green
6,10,0.0,111,4,87,4,Black
46,77,0.31,89,13,89,4,Black
1,8,0.0,102,5,81,1,Yellow
3,41,0.0,80,1,72,0,Green
13,67,0.0,84,6,82,2,Orange
2,15,0.0,91,10,72,0,Green
23,68,0.0,71,15,68,0,Green
37,72,0.02,91,9,89,4,Black
93,91,0.61,78,14,77,1,Yellow
34,70,0.03,91,9,88,4,Black
9,24,0.0,84,3,72,0,Green
3,8,0.0,111,8,86,3,Red
27,17,0.0,89,5,71,0,Green
45,66,0.19,91,6,88,4,Black
26,11,0.0,102,4,83,2,Orange
5,12,0.0,104,7,84,2,Orange
6,12,0.0,111,3,86,3,Red
25,75,0.01,87,9,85,3,Red
57,80,0.11,84,4,81,1,Yellow
41,74,0.0,80,7,76,0,Green
52,21,0.0,78,6,62,0,Green
32,70,0.0,87,4,82,2,Orange
3,14,0.0,87,3,72,0,Green
15,77,0.03,86,5,82,2,Orange
6,34,0.0,73,4,64,0,Green
5,10,0.0,107,5,84,2,Orange
43,67,0.04,89,8,85,3,Red
79,77,0.08,89,12,87,4,Black
1,8,0.0,104,4,83,2,Orange
36,68,0.0,91,6,88,4,Black
6,13,0.0,104,11,83,2,Orange
5,11,0.0,107,7,87,4,Black
40,79,0.01,86,6,85,3,Red
1,48,0.0,84,11,77,1,Yellow
11,77,0.0,86,3,85,3,Red
16,66,0.0,91,5,88,4,Black
52,67,0.02,89,15,86,3,Red
46,77,0.0,80,4,75,0,Green
46,63,0.01,86,5,82,2,Orange
9,77,0.0,87,9,84,2,Orange
40,79,0.05,89,11,86,3,Red
4,53,0.0,84,4,77,1,Yellow
94,79,0.05,73,19,70,0,Green
5,70,0.0,89,4,86,3,Red
20,10,0.0,104,6,82,2,Orange
3,7,0.0,95,2,73,0,Green
38,73,0.0,89,5,88,4,Black
20,74,0.0,82,4,77,1,Yellow
48,66,0.04,91,7,89,4,Black
2,15,0.0,104,6,84,2,Orange
4,8,0.0,109,11,86,3,Red
3,28,0.0,66,3,56,0,Green
2,21,0.0,100,6,82,2,Orange
33,82,0.01,86,9,87,4,Black
41,75,0.1,89,14,87,4,Black
31,80,0.01,89,11,88,4,Black
18,70,0.0,89,6,88,4,Black
4,11,0.0,104,12,82,2,Orange
10,16,0.0,100,6,83,2,Orange
57,71,0.08,91,7,86,3,Red
14,9,0.0,105,9,82,2,Orange
22,74,0.01,87,9,84,2,Orange
3,8,0.0,109,3,86,3,Red
34,88,0.01,84,5,82,2,Orange
60,70,0.23,89,7,85,3,Red
50,88,0.25,82,2,80,1,Yellow
100,96,0.02,66,7,65,0,Green
35,64,0.0,89,13,84,2,Orange
2,30,0.0,80,1,66,0,Green
73,76,0.05,77,3,74,0,Green
51,71,0.08,89,9,85,3,Red
45,78,0.02,87,10,84,2,Orange
4,11,0.0,107,6,86,3,Red
41,93,0.02,80,2,78,1,Yellow
3,42,0.0,89,5,81,1,Yellow
40,93,0.01,82,5,80,1,Yellow
7,68,0.0,69,10,65,0,Green
28,53,0.0,73,4,68,0,Green
38,38,0.0,86,14,76,0,Green
58,91,0.11,75,3,73,0,Green
49,68,0.02,89,4,85,3,Red
36,85,0.04,84,6,82,2,Orange
16,74,0.0,89,2,86,3,Red
2,9,0.0,96,2,77,1,Yellow
32,61,0.0,84,5,78,1,Yellow
9,56,0.0,84,5,78,1,Yellow
23,55,0.0,84,19,78,1,Yellow
36,73,0.03,89,8,86,3,Red
36,72,0.0,89,6,84,2,Orange
4,10,0.0,111,9,87,4,Black
80,74,0.39,86,6,82,2,Orange
5,12,0.0,104,11,84,2,Orange
100,94,0.08,71,9,69,0,Green
36,70,0.0,91,6,88,4,Black
7,12,0.0,111,3,85,3,Red
87,81,0.05,69,7,68,0,Green
3,9,0.0,109,3,86,3,Red
23,80,0.01,87,8,87,4,Black
79,57,0.0,71,15,65,0,Green
8,9,0.0,109,5,85,3,Red
5,13,0.0,111,2,88,4,Black
8,18,0.0,84,3,66,0,Green
28,80,0.28,87,5,84,2,Orange
78,70,0.24,89,12,87,4,Black
7,77,0.0,87,5,84,2,Orange
81,73,0.0,73,7,70,0,Green
46,66,0.22,91,6,88,4,Black
21,39,0.0,95,2,86,3,Red
9,9,0.0,107,4,82,2,Orange
67,83,0.29,87,14,86,3,Red
10,13,0.0,98,8,78,1,Yellow
74,74,0.49,86,7,82,2,Orange
48,70,0.06,89,7,86,3,Red
35,78,0.0,87,9,83,2,Orange
13,49,0.0,82,6,77,1,Yellow
62,69,0.1,91,12,86,3,Red
19,9,0.0,107,6,82,2,Orange
25,23,0.0,77,5,61,0,Green
39,66,0.0,91,13,85,3,Red
40,79,0.03,87,8,86,3,Red
94,93,0.04,68,12,67,0,Green
32,83,0.0,86,3,84,2,Orange
2,30,0.0,89,5,77,1,Yellow
6,7,0.0,102,2,77,1,Yellow
1,8,0.0,107,4,85,3,Red
5,9,0.0,104,2,82,2,Orange
22,27,0.0,91,3,75,0,Green
41,72,0.1,89,13,88,4,Black
5,14,0.0,109,2,87,4,Black
2,21,0.0,100,6,83,2,Orange
29,73,0.04,89,5,87,4,Black
56,70,0.08,89,8,85,3,Red
60,70,0.0,82,2,76,0,Green
37,85,0.0,80,3,78,1,Yellow
23,70,0.03,89,8,85,3,Red
1,57,0.0,75,3,67,0,Green
59,78,0.02,87,8,84,2,Orange
84,53,0.0,71,14,64,0,Green
25,20,0.0,93,4,73,0,Green
36,73,0.1,91,9,88,4,Black
18,22,0.0,93,2,74,0,Green
6,8,0.0,111,5,85,3,Red
9,60,0.0,93,5,89,4,Black
4,9,0.0,100,5,80,1,Yellow
7,8,0.0,113,11,85,3,Red
4,21,0.0,89,2,77,1,Yellow
4,9,0.0,102,2,82,2,Orange
6,15,0.0,89,10,69,0,Green
5,9,0.0,109,5,83,2,Orange
21,75,0.0,89,5,87,4,Black
3,77,0.0,87,4,85,3,Red
5,23,0.0,91,5,75,0,Green
1,56,0.0,77,3,69,0,Green
29,85,0.0,84,5,83,2,Orange
9,75,0.0,89,7,86,3,Red
17,73,0.0,91,7,89,4,Black
72,79,0.01,68,5,64,0,Green
92,69,0.0,73,6,68,0,Green
15,10,0.0,102,6,82,2,Orange
0,19,0.0,91,7,77,1,Yellow
1,9,0.0,96,2,78,1,Yellow
39,85,0.0,82,5,79,1,Yellow
39,71,0.18,91,15,87,4,Black
1,50,0.0,86,4,80,1,Yellow
60,68,0.01,89,12,85,3,Red
37,66,0.0,91,7,89,4,Black
38,75,0.04,89,8,88,4,Black
79,80,0.02,87,11,85,3,Red
53,77,0.39,87,9,87,4,Black
62,88,0.02,80,13,77,1,Yellow
63,77,0.49,87,9,86,3,Red
29,78,0.0,84,4,81,1,Yellow
0,11,0.0,104,3,82,2,Orange
58,84,0.0,73,2,72,0,Green
30,70,0.0,91,6,88,4,Black
7,14,0.0,100,5,78,1,Yellow
1,8,0.0,105,5,84,2,Orange
9,21,0.0,87,3,74,0,Green
20,71,0.0,78,7,74,0,Green
3,30,0.0,91,3,77,1,Yellow
94,90,0.0,77,12,77,1,Yellow
4,47,0.0,84,2,78,1,Yellow
1,16,0.0,84,14,69,0,Green
3,14,0.0,109,2,89,4,Black
33,61,0.0,86,5,80,1,Yellow
5,11,0.0,105,9,83,2,Orange
40,75,0.32,89,14,86,3,Red
11,13,0.0,86,5,68,0,Green
25,75,0.01,87,9,84,2,Orange
28,73,0.01,89,7,87,4,Black
13,75,0.0,89,5,86,3,Red
69,87,0.01,73,7,72,0,Green
12,67,0.0,59,7,55,0,Green
39,68,0.04,91,7,88,4,Black
0,13,0.0,87,10,73,0,Green
4,51,0.0,80,9,72,0,Green
36,72,0.03,89,8,85,3,Red
5,12,0.0,105,5,82,2,Orange
4,9,0.0,111,7,87,4,Black
98,82,1.51,84,15,81,1,Yellow
6,9,0.0,111,10,85,3,Red
0,22,0.0,96,5,82,2,Orange
30,68,0.01,91,9,88,4,Black
3,39,0.0,89,6,81,1,Yellow
4,9,0.0,109,10,85,3,Red
35,65,0.01,84,4,82,2,Orange
5,8,0.0,111,5,85,3,Red
65,72,0.17,87,5,86,3,Red
3,11,0.0,105,8,82,2,Orange
2,34,0.0,87,9,77,1,Yellow
37,80,0.1,87,9,84,2,Orange
5,17,0.0,95,1,75,0,Green
16,74,0.0,87,5,85,3,Red
3,10,0.0,95,3,78,1,Yellow
22,73,0.0,89,7,87,4,Black
30,75,0.01,89,9,85,3,Red
2,7,0.0,113,5,88,4,Black
98,100,0.02,69,8,69,0,Green
1,47,0.0,89,2,83,2,Orange
6,66,0.0,86,8,83,2,Orange
79,70,0.09,86,9,83,2,Orange
35,67,0.01,82,4,77,1,Yellow
35,78,0.0,57,4,54,0,Green
12,60,0.01,91,4,87,4,Black
9,9,0.0,109,3,83,2,Orange
6,9,0.0,105,4,82,2,Orange
37,70,0.04,89,6,88,4,Black
1,44,0.0,78,3,72,0,Green
1,13,0.0,95,3,77,1,Yellow
11,15,0.0,104,5,84,2,Orange
3,14,0.0,109,5,88,4,Black
2,9,0.0,107,6,83,2,Orange
29,75,0.06,87,5,85,3,Red
20,67,0.0,82,2,81,1,Yellow
0,55,0.0,77,7,71,0,Green
15,75,0.0,91,6,88,4,Black
4,7,0.0,114,7,86,3,Red
14,58,0.0,93,5,89,4,Black
0,34,0.0,89,6,78,1,Yellow
38,72,0.0,89,5,87,4,Black
6,8,0.0,107,6,82,2,Orange
1,37,0.0,86,4,74,0,Green
10,21,0.0,82,5,66,0,Green
21,85,0.0,82,2,79,1,Yellow
71,65,0.0,84,11,79,1,Yellow
71,67,0.02,78,9,74,0,Green
37,70,0.02,91,9,88,4,Black
5,14,0.0,89,4,70,0,Green
3,8,0.0,109,6,83,2,Orange
32,75,0.02,84,5,80,1,Yellow
3,13,0.0,86,9,68,0,Green
22,77,0.0,89,9,87,4,Black
6,12,0.0,109,5,85,3,Red
1,51,0.0,82,10,73,0,Green
37,72,0.08,91,15,88,4,Black
39,64,0.0,91,5,89,4,Black
43,68,0.0,91,9,87,4,Black
3,22,0.0,91,5,75,0,Green
3,65,0.0,82,20,76,0,Green
79,85,0.39,84,8,81,1,Yellow
41,73,0.0,89,11,85,3,Red
16,70,0.0,89,5,88,4,Black
40,78,0.07,89,12,87,4,Black
8,53,0.0,57,9,52,0,Green
8,12,0.0,111,3,85,3,Red
27,65,0.0,84,4,80,1,Yellow
2,32,0.0,91,7,79,1,Yellow
37,70,0.04,89,6,88,4,Black
1,31,0.0,80,5,67,0,Green
32,66,0.01,91,3,84,2,Orange
18,70,0.0,89,3,88,4,Black
36,68,0.11,91,7,88,4,Black
20,69,0.0,80,4,79,1,Yellow
1,15,0.0,95,14,77,1,Yellow
90,91,0.0,69,9,68,0,Green
24,9,0.0,100,3,81,1,Yellow
48,76,0.0,77,4,74,0,Green
37,71,0.16,82,2,77,1,Yellow
1,21,0.0,95,3,78,1,Yellow
38,68,0.0,91,5,88,4,Black
11,56,0.0,84,10,79,1,Yellow
0,28,0.0,82,1,70,0,Green
39,87,0.28,84,4,81,1,Yellow
13,75,0.0,89,9,85,3,Red
99,76,0.03,73,7,70,0,Green
17,70,0.0,89,4,87,4,Black
91,80,0.0,60,4,59,0,Green
94,84,0.03,69,7,67,0,Green
1,17,0.0,93,5,78,1,Yellow
31,62,0.0,91,4,84,2,Orange
62,71,0.18,91,12,87,4,Black
37,73,0.0,89,6,87,4,Black
73,68,0.05,89,10,83,2,Orange
10,54,0.0,84,5,78,1,Yellow
33,75,0.04,86,5,82,2,Orange
35,71,0.01,75,10,70,0,Green
2,26,0.0,86,2,75,0,Green
9,14,0.0,102,4,84,2,Orange
27,80,0.01,86,4,82,2,Orange
63,88,0.28,80,10,77,1,Yellow
43,79,0.12,86,9,85,3,Red
34,68,0.0,91,6,86,3,Red
24,56,0.03,93,5,87,4,Black
61,80,0.01,84,8,80,1,Yellow
70,70,0.2,89,8,84,2,Orange
50,68,0.06,91,7,85,3,Red
4,11,0.0,107,6,86,3,Red
41,70,0.0,89,6,87,4,Black
64,80,0.03,86,9,83,2,Orange
5,30,0.0,64,3,54,0,Green
3,12,0.0,104,7,84,2,Orange
8,16,0.0,91,8,73,0,Green
43,70,0.28,89,5,88,4,Black
5,10,0.0,109,6,87,4,Black
6,14,0.0,109,2,88,4,Black
62,55,0.0,73,5,67,0,Green
34,67,0.01,82,4,79,1,Yellow
7,14,0.0,91,5,71,0,Green
9,16,0.0,104,4,85,3,Red
30,72,0.04,87,6,83,2,Orange
8,11,0.0,105,7,82,2,Orange
18,60,0.0,93,6,90,4,Black
7,12,0.0,111,2,87,4,Black
39,77,0.21,89,12,88,4,Black
10,11,0.0,107,3,81,1,Yellow
38,85,0.01,86,5,84,2,Orange
2,43,0.0,84,10,75,0,Green
24,8,0.0,109,11,83,2,Orange
25,72,0.0,89,9,87,4,Black
47,75,0.28,87,4,86,3,Red
20,73,0.0,89,6,85,3,Red
26,73,0.0,89,6,88,4,Black
20,68,0.0,91,6,88,4,Black
6,11,0.0,107,7,84,2,Orange
0,27,0.0,95,2,82,2,Orange
6,11,0.0,105,9,80,1,Yellow
4,11,0.0,102,12,79,1,Yellow
97,90,0.01,69,6,68,0,Green
62,72,0.17,89,6,87,4,Black
28,80,0.01,87,7,87,4,Black
32,80,0.03,87,9,87,4,Black
1,23,0.0,95,5,78,1,Yellow
22,72,0.0,89,6,88,4,Black
12,15,0.0,95,9,79,1,Yellow
40,74,0.32,89,13,86,3,Red
1,11,0.0,102,8,81,1,Yellow
2,9,0.0,109,6,87,4,Black
1,17,0.0,98,5,82,2,Orange
5,29,0.0,102,5,86,3,Red
8,53,0.0,84,5,80,1,Yellow
6,12,0.0,111,2,86,3,Red
12,58,0.0,93,6,88,4,Black
5,14,0.0,100,5,78,1,Yellow
30,85,0.0,84,4,83,2,Orange
12,74,0.0,87,4,85,3,Red
25,87,0.19,84,5,81,1,Yellow
36,77,0.1,89,9,86,3,Red
1,72,0.0,84,2,82,2,Orange
50,75,0.04,87,7,83,2,Orange
5,9,0.0,111,7,87,4,Black
82,70,0.24,89,12,86,3,Red
36,75,0.08,89,15,88,4,Black
23,55,0.0,86,2,77,1,Yellow
36,63,0.0,86,6,82,2,Orange
46,88,0.03,84,4,82,2,Orange
30,65,0.01,86,5,83,2,Orange
8,9,0.0,109,5,82,2,Orange
0,31,0.0,89,4,79,1,Yellow
14,71,0.0,78,2,73,0,Green
72,58,0.0,73,4,67,0,Green
5,53,0.0,86,7,78,1,Yellow
0,55,0.0,86,2,80,1,Yellow
3,25,0.0,89,5,77,1,Yellow
3,8,0.0,109,5,85,3,Red
44,73,0.16,89,6,86,3,Red
22,65,0.04,84,4,79,1,Yellow
71,79,0.04,80,2,79,1,Yellow
0,14,0.0,100,5,82,2,Orange
61,77,0.07,86,5,82,2,Orange
1,55,0.0,75,8,69,0,Green
76,73,0.18,89,10,85,3,Red
4,13,0.0,109,4,88,4,Black
11,16,0.0,96,5,80,1,Yellow
35,69,0.04,82,5,77,1,Yellow
49,75,0.02,89,11,85,3,Red
31,64,0.0,93,6,87,4,Black
24,58,0.0,82,5,79,1,Yellow
95,87,0.01,66,8,64,0,Green
4,10,0.0,98,6,75,0,Green
29,63,0.0,82,4,75,0,Green
97,93,0.14,64,5,63,0,Green
9,27,0.0,60,6,54,0,Green
2,8,0.0,111,6,87,4,Black
64,75,0.26,87,7,86,3,Red
38,76,0.16,80,2,76,0,Green
20,63,0.0,82,3,80,1,Yellow
0,18,0.0,91,6,77,1,Yellow
6,39,0.0,95,3,82,2,Orange
20,53,0.0,87,4,82,2,Orange
8,16,0.0,104,4,85,3,Red
2,8,0.0,107,4,85,3,Red
5,15,0.0,95,5,77,1,Yellow
19,8,0.0,105,6,83,2,Orange
19,77,0.0,87,6,84,2,Orange
5,61,0.0,87,7,84,2,Orange
3,48,0.0,77,4,68,0,Green
11,80,0.0,87,7,87,4,Black
62,72,0.16,89,8,85,3,Red
48,68,0.06,91,7,87,4,Black
4,16,0.0,102,4,85,3,Red
0,9,0.0,104,4,81,1,Yellow
15,80,0.0,87,10,86,3,Red
6,13,0.0,111,2,87,4,Black
35,75,0.02,89,9,86,3,Red
8,8,0.0,109,2,83,2,Orange
5,9,0.0,104,2,82,2,Orange
11,80,0.0,87,8,87,4,Black
100,87,0.03,71,8,70,0,Green
5,8,0.0,109,3,83,2,Orange
4,13,0.0,102,4,81,1,Yellow
10,34,0.0,84,4,72,0,Green
55,68,0.0,68,3,63,0,Green
5,9,0.0,113,6,88,4,Black
23,64,0.0,91,3,89,4,Black
50,66,0.0,91,5,87,4,Black
3,18,0.0,105,2,88,4,Black
28,75,0.1,82,4,79,1,Yellow
73,82,0.01,77,5,77,1,Yellow
0,11,0.0,100,5,78,1,Yellow
12,45,0.0,89,4,81,1,Yellow
3,7,0.0,113,5,86,3,Red
100,87,0.02,75,7,74,0,Green
6,9,0.0,105,3,83,2,Orange
5,20,0.0,104,2,84,2,Orange
3,11,0.0,107,9,85,3,Red
38,70,0.0,87,11,82,2,Orange
46,73,0.18,89,5,87,4,Black
0,46,0.0,89,2,82,2,Orange
50,72,0.14,91,9,87,4,Black
98,79,1.51,84,13,82,2,Orange
20,14,0.0,98,6,76,0,Green
1,8,0.0,107,3,85,3,Red
47,75,0.12,87,9,85,3,Red
3,11,0.0,107,4,86,3,Red
41,73,0.0,89,6,86,3,Red
63,70,0.04,89,7,87,4,Black
25,70,0.01,89,8,87,4,Black
34,77,0.0,89,5,87,4,Black
57,82,0.02,84,8,80,1,Yellow
50,55,0.0,71,6,64,0,Green
2,41,0.0,77,4,67,0,Green
6,12,0.0,109,5,85,3,Red
74,71,0.29,91,12,86,3,Red
25,70,0.01,89,8,86,3,Red
21,8,0.0,107,10,84,2,Orange
0,29,0.0,86,2,77,1,Yellow
51,85,0.36,82,12,79,1,Yellow
85,84,1.29,82,15,81,1,Yellow
3,40,0.0,89,5,80,1,Yellow
12,16,0.0,104,4,85,3,Red
2,10,0.0,104,8,84,2,Orange
43,66,0.02,93,9,90,4,Black
22,68,0.0,89,4,87,4,Black
6,12,0.0,111,4,87,4,Black
6,10,0.0,109,9,85,3,Red
14,18,0.0,100,3,84,2,Orange
40,68,0.0,91,5,89,4,Black
8,10,0.0,107,8,82,2,Orange
12,50,0.0,86,7,80,1,Yellow
15,70,0.0,89,5,87,4,Black
51,59,0.0,86,8,80,1,Yellow
13,68,0.0,91,5,88,4,Black
35,75,0.03,89,15,86,3,Red
16,76,0.0,77,4,72,0,Green
20,62,0.02,93,7,88,4,Black
4,63,0.0,84,6,81,1,Yellow
5,12,0.0,104,6,85,3,Red
